uid	table	category	src_noisy	src_clean	ref_en	noise_span	noise_gold_en	noise_std	source_meta
B-NEO-099	B	NEO	“苏新皓你好的太突出”这句话的含金量还在上升	“苏新皓你好的太突出”这句话的价值还在提升	the line "Su Xinhao, your hello is too striking" keeps proving truer and truer	含金量还在上升	keeps proving truer ‖ value keeps rising	价值还在提升	bilibili BV1MbZnYoEk1 danmu 2026-07-27
B-NEO-100	B	NEO	扎格列斯之手的含金量还在上升！	扎格列斯之手的价值还在提升！	the Hand of Zagreus keeps proving its worth!	含金量还在上升	keeps proving its worth ‖ value keeps rising	价值还在提升	bilibili BV1j4ZbYcEaV danmu 2026-07-27
B-NEO-101	B	NEO	红温了，把打野怪爆的装备给炸了，你好歹拿一些吧	气急了，把打野怪爆的装备给炸了，你好歹拿一些吧	he's fuming — blew up the gear dropped from jungle monsters, at least take some of it, man	红温	fuming ‖ tilted	气急	bilibili BV1GyZYYNErW danmu 2026-07-27
B-NEO-102	B	NEO	反派看到了硬控他的回忆……	反派看到了完全控制住他的回忆……	the villain saw the memories that completely transfixed him……	硬控	hard-stunned ‖ completely transfixed	完全控制住	bilibili BV1nwZEYqE2B danmu 2026-07-27
B-NEO-103	B	NEO	我还以为是9.9元拼好饭呢	我还以为是9.9元拼单买的饭呢	I thought it was a 9.9-yuan group-buy meal deal	拼好饭	group-buy meal deal ‖ bargain combo meal	拼单买的饭	bilibili BV1U7ZxYzEkC danmu 2026-07-27
B-NEO-104	B	NEO	向佐药水哥梦幻联动！	向佐药水哥跨界合作！	Xiang Zuo and Yaoshui-ge, a dream crossover!	梦幻联动	dream crossover ‖ dream collab	跨界合作	bilibili BV1MXZJYpEuN danmu 2026-07-27
B-NEO-105	B	NEO	电子榨菜配跳跳糖	下饭视频配跳跳糖	comfort-viewing video paired with popping candy	电子榨菜	comfort-viewing video ‖ go-to show to watch while eating	下饭视频	bilibili BV1MXZJYpEuN danmu 2026-07-27
B-NEO-106	B	NEO	这声音绝绝子	这声音好极了	this voice is simply divine	绝绝子	simply divine ‖ absolutely amazing	好极了	bilibili BV1dEfKYcENK danmu 2026-07-27
B-NEO-107	B	NEO	假师傅让拜，真师傅反而不让拜，难绷了	假师傅让拜，真师傅反而不让拜，让人无语了	the fake master lets you bow to him, but the real master won't — I can't even	难绷	I can't even ‖ speechless	让人无语	bilibili BV1vVZEYFEDq danmu 2026-07-27
B-NEO-108	B	NEO	一想到一睁眼就有倒计时就难绷	一想到一睁眼就有倒计时就受不了	the thought of waking up to a countdown every day just breaks me	难绷	breaks me ‖ can't hold it together	受不了	bilibili BV1B8ZJYTEPg danmu 2026-07-27
B-MIX-092	B	MIX	完全不给队友上buff的机会	完全不给队友上增益的机会	gives teammates zero chance to apply buffs	buff	buff	增益	bilibili BV1j4ZbYcEaV danmu 2026-07-27
B-MIX-093	B	MIX	不会侵蚀后全是boss吧	不会侵蚀后全是头目吧	don't tell me everything after the corruption is a boss	boss	boss	头目	bilibili BV1jEZpYGEFT comment 2026-07-27
B-MIX-094	B	MIX	顾客：心平气和.jpg	顾客：心平气和的表情包	customer: calm-and-composed.jpg	.jpg	.jpg ‖ reaction image	的表情包	bilibili BV11UZ7YjE2f comment 2026-07-27
B-MIX-095	B	MIX	海皇cpu高速运转中……	海皇大脑高速运转中……	the Sea Emperor's CPU is running at full speed……	cpu	CPU ‖ brain	大脑	bilibili BV1H5Z4YhEsn danmu 2026-07-27
B-MIX-096	B	MIX	可以无限卡bug，站起来再躺下去，站起来再躺下去。	可以无限卡漏洞，站起来再躺下去，站起来再躺下去。	you can exploit the bug endlessly — stand up, lie back down, stand up, lie back down.	bug	bug ‖ glitch	漏洞	bilibili BV1B8ZJYTEPg danmu 2026-07-27
B-MIX-097	B	MIX	在扳机的视频里刷什么悠真真的很ky好吧	在扳机的视频里刷什么悠真真的很不会看气氛好吧	spamming Harumasa comments on a Trigger video is honestly so tone-deaf, okay	ky	tone-deaf ‖ can't read the room	不会看气氛	bilibili BV1jEZpYGEFT danmu 2026-07-27
B-MIX-098	B	MIX	别什么过场都搞qte，破坏连贯	别什么过场都搞快速反应事件，破坏连贯	stop putting QTEs in every cutscene, it ruins the flow	qte	QTE ‖ quick-time event	快速反应事件	bilibili BV1gdZvYvEKc danmu 2026-07-27
B-MIX-099	B	MIX	不是哥们，怎么pv就删了。	不是哥们，怎么宣传片就删了。	wait bro, why did the PV get deleted.	pv	PV ‖ promo video	宣传片	bilibili BV1j4ZbYcEaV danmu 2026-07-27
B-MIX-100	B	MIX	要是做出这样的mod，那就有意思了	要是做出这样的模组，那就有意思了	if someone made a mod like this, that would be fun	mod	mod	模组	bilibili BV1GyZYYNErW comment 2026-07-27
B-MIX-101	B	MIX	omg！这是谁家的小孩这么有出息啊啊啊啊啊	我的天！这是谁家的小孩这么有出息啊啊啊啊啊	omg! whose kid is this, so talented ahhhh	omg	omg ‖ oh my god	我的天	bilibili BV1MbZnYoEk1 comment 2026-07-27
B-MIX-102	B	MIX	很多老外不知道田一鸣叫什么，就叫他super idol	很多老外不知道田一鸣叫什么，就叫他超级偶像	many foreigners don't know Tian Yiming's name, so they just call him super idol	super idol	super idol	超级偶像	bilibili BV17VZpY1ENA comment 2026-07-27
B-MIX-103	B	MIX	知名up主老番茄视频内容不慎跌回五年前的水平	知名视频作者老番茄视频内容不慎跌回五年前的水平	famous uploader LaoFanQie's video content has accidentally slipped back to its level five years ago	up主	uploader ‖ content creator	视频作者	bilibili BV1GEZEYdEwn comment 2026-07-27
B-MIX-104	B	MIX	我打个csgo心跳都能160	我打个反恐精英心跳都能160	my heart rate hits 160 just playing CS:GO	csgo	CS:GO ‖ Counter-Strike ‖ CSGO	反恐精英	bilibili BV1L6ZvY1EEU danmu 2026-07-27
B-MIX-105	B	MIX	回答我，鸟为什么会飞？ Look at my eye, tell me why!	回答我，鸟为什么会飞？ 看着我的眼睛，告诉我为什么！	answer me, why can birds fly? Look at my eye, tell me why!	Look at my eye, tell me why!	Look at my eye, tell me why	看着我的眼睛，告诉我为什么！	bilibili BV16io9YTEqH danmu 2026-07-27
B-MIX-106	B	MIX	这里应该说的是welcome to shaolin 吧	这里应该说的是欢迎来到少林 吧	what he should have said here is welcome to Shaolin, right	welcome to shaolin	welcome to Shaolin	欢迎来到少林	bilibili BV1vVZEYFEDq danmu 2026-07-27
B-MIX-107	B	MIX	这BGM给我干天津去了	这背景音乐给我干天津去了	this BGM just teleported me straight to Tianjin	BGM	BGM ‖ background music	背景音乐	bilibili BV12tZEYSEeU danmu 2026-07-27
B-MIX-108	B	MIX	小八和啵哝就像是妈妈带了个teenager出来我服了。	小八和啵哝就像是妈妈带了个青少年出来我服了。	Xiaoba and Bonong are just like a mom taking a teenager out, I can't with them.	teenager	teenager	青少年	bilibili BV12tZEYSEeU danmu 2026-07-27
B-MIX-109	B	MIX	其实我不仅是rapper，我还是DJ，香蜜湖你听见了吗	其实我不仅是说唱歌手，我还是打碟师，香蜜湖你听见了吗	actually I'm not just a rapper, I'm also a DJ — Xiangmi Lake, can you hear me	rapper‖DJ	rapper‖DJ	说唱歌手‖打碟师	bilibili BV12tZEYSEeU danmu 2026-07-27
B-MIX-110	B	MIX	我家小逻怎么成敌方boss单位了？还有精英干员长颈鹿	我家小逻怎么成敌方头目单位了？还有精英干员长颈鹿	how did my Xiaoluo become an enemy boss unit? and there's an elite operator giraffe too	boss	boss	头目	bilibili BV1NLZHYxEdH danmu 2026-07-27
B-MIX-111	B	MIX	看得ptsd犯了	看得创伤后应激障碍犯了	watching this triggered my PTSD	ptsd	PTSD	创伤后应激障碍	bilibili BV1B8ZJYTEPg danmu 2026-07-27
B-MIX-112	B	MIX	我独自拯救一切Pro max	我独自拯救一切加强版	I Alone Save Everything, Pro Max edition	Pro max	Pro Max ‖ upgraded edition	加强版	bilibili BV1B8ZJYTEPg danmu 2026-07-27
B-MIX-113	B	MIX	那是债主催债了bro	那是债主催债了兄弟	that's the creditor coming to collect, bro	bro	bro	兄弟	bilibili BV1B8ZJYTEPg danmu 2026-07-27
B-MIX-114	B	MIX	姐！邀请宋雨琦上节目！E人很适合！章昊也是！	姐！邀请宋雨琦上节目！外向的人很适合！章昊也是！	sis! invite Song Yuqi onto the show! extroverts are perfect for it! Zhang Hao too!	E人	extrovert ‖ E-type person	外向的人	bilibili BV1uBZsYTE8L danmu 2026-07-27
B-MIX-115	B	MIX	好阳光啊，这一定是相互救赎的少女乐队故事吧www	好阳光啊，这一定是相互救赎的少女乐队故事吧哈哈哈	so wholesome — this must be a girls-band story of mutual redemption lol	www	lol ‖ haha ‖ lmao	哈哈哈	bilibili BV1U7ZxYzEkC danmu 2026-07-27
B-MIX-116	B	MIX	小时候我没有cp这个概念，一直认为这俩只是朋友	小时候我没有情侣配对这个概念，一直认为这俩只是朋友	as a kid I had no concept of shipping — I always thought these two were just friends	cp	ship ‖ couple pairing	情侣配对	bilibili BV1dEfKYcENK danmu 2026-07-27
B-MIX-117	B	MIX	妹妹在cos商鞅吗	妹妹在扮演商鞅吗	is the girl cosplaying Shang Yang	cos	cosplay	扮演	bilibili BV1H5Z4YhEsn danmu 2026-07-27
B-MIX-118	B	MIX	哎呀，蚊子得了MVP！	哎呀，蚊子得了全场最佳！	oops, the mosquito got the MVP!	MVP	MVP	全场最佳	bilibili BV1H5Z4YhEsn danmu 2026-07-27
B-MIX-119	B	MIX	这都ai配音了，字幕当然也是ai啊	这都人工智能配音了，字幕当然也是人工智能啊	the voiceover is already AI, so of course the subtitles are AI too	ai	AI	人工智能	bilibili BV1GyZYYNErW danmu 2026-07-27
B-MIX-120	B	MIX	谁还没看我都会伤心的OK？	谁还没看我都会伤心的好吗？	if anyone hasn't watched this yet I'll be sad, OK?	OK	OK	好吗	bilibili BV16io9YTEqH danmu 2026-07-27
B-MIX-121	B	MIX	少看一天b站都剪不出来	少看一天哔哩哔哩都剪不出来	skip even one day of Bilibili and you couldn't edit this	b站	Bilibili	哔哩哔哩	bilibili BV1vDZtYRE6d danmu 2026-07-27
B-MIX-122	B	MIX	只是一个道歉，but这个道歉的代价实在太高	只是一个道歉，但是这个道歉的代价实在太高	it's just an apology, but the price of this apology is way too high	but	but	但是	bilibili BV1wrZ8Y6EFT danmu 2026-07-27
B-MIX-123	B	MIX	记者会？不，个人show time	记者会？不，个人表演时间	a press conference? no, it's personal show time	show time	show time	表演时间	bilibili BV1wrZ8Y6EFT danmu 2026-07-27
B-MIX-124	B	MIX	这一场演得不好，应该喊cut重来	这一场演得不好，应该喊停重来	this scene was badly acted, someone should call cut and redo it	cut	cut	停	bilibili BV1wrZ8Y6EFT danmu 2026-07-27
B-MIX-125	B	MIX	喝水这part我真的笑了	喝水这部分我真的笑了	the water-drinking part genuinely made me laugh	part	part	部分	bilibili BV1wrZ8Y6EFT danmu 2026-07-27
B-MIX-126	B	MIX	中式恐怖，真的next level	中式恐怖，真的更上一层楼	Chinese-style horror, truly next level	next level	next level	更上一层楼	bilibili BV1h6ZbYHETM danmu 2026-07-27
B-MIX-127	B	MIX	他们都在好奇那个npc是谁扮的	他们都在好奇那个非玩家角色是谁扮的	they're all wondering who played that NPC	npc	NPC	非玩家角色	bilibili BV1h6ZbYHETM danmu 2026-07-27
B-MIX-128	B	MIX	os好想看张桂源也来一期	内心独白好想看张桂源也来一期	inner monologue: I really want to see Zhang Guiyuan do an episode too	os	inner monologue ‖ inner voice	内心独白	bilibili BV1h6ZbYHETM danmu 2026-07-27
B-MIX-129	B	MIX	我已经走在了country road 上了	我已经走在了乡间小路 上了	I'm already walking on the country road	country road	country road	乡间小路	bilibili BV1zKZrYAEi8 danmu 2026-07-27
B-MIX-130	B	MIX	从来没有get到他颜值	从来没有领略到他颜值	I've never gotten the appeal of his looks	get到	get ‖ see the appeal of	领略到	bilibili BV1pdZ4YYETs danmu 2026-07-27
B-MIX-131	B	MIX	看哪一只eye啊sir	看哪一只眼啊长官	looking at which eye, sir	eye‖sir	eye‖sir	眼‖长官	bilibili BV1tZZWYeERt danmu 2026-07-27
B-MIX-132	B	MIX	天磊：what can I say	天磊：我能说什么	Tianlei: what can I say	what can I say	what can I say	我能说什么	bilibili BV1dEfKYcENK danmu 2026-07-27
B-MIX-133	B	MIX	唉，我去，真的有比利诶。该不会是暗示sp比利吧	唉，我去，真的有比利诶。该不会是暗示特殊版比利吧	whoa, there really is a Billy — could this be hinting at an SP Billy	sp	SP ‖ special variant	特殊版	bilibili BV1HTZpYSExJ danmu 2026-07-27
B-MIX-134	B	MIX	摊主，我也是你们play中的一环吗	摊主，我也是你们角色扮演中的一环吗	stall owner, am I also part of your roleplay	play	play ‖ roleplay	角色扮演	bilibili BV1YTZvYMECW danmu 2026-07-27
B-MIX-135	B	MIX	抽me,please抽me	抽我,请抽我	draw me, please draw me	me‖please	me‖please	我‖请	bilibili BV1wyZnY2E1R danmu 2026-07-27
B-MIX-136	B	MIX	boss已进入二阶段	头目已进入二阶段	the boss has entered phase two	boss	boss	头目	bilibili BV1RdZEY8E8T danmu 2026-07-27
B-MIX-137	B	MIX	这里是以为他要长期练，mcn没沟通好	这里是以为他要长期练，传媒公司没沟通好	here they thought he'd be training long-term — the MCN agency didn't communicate properly	mcn	MCN ‖ talent agency	传媒公司	bilibili BV1vVZEYFEDq danmu 2026-07-27
B-MIX-138	B	MIX	加拉赫上线一年了还在c	加拉赫上线一年了还在当主力	Gallagher has been out for a year and is still carrying	c	carry ‖ main DPS	当主力	bilibili BV1j4ZbYcEaV danmu 2026-07-27
B-MIX-139	B	MIX	直伤+超击破+dot伤害	直伤+超击破+持续伤害	direct damage + super break + DoT damage	dot	DoT ‖ damage over time	持续	bilibili BV16io9YTEqH danmu 2026-07-27
B-HOM-133	B	PYA	兄dei  成佛吧   修仙太难了	兄弟  成佛吧   修仙太难了	bro, just become a buddha — cultivating immortality is too hard	兄dei	bro ‖ buddy	兄弟	bilibili BV1B8ZJYTEPg danmu 2026-07-27
B-HOM-134	B	HOM	我真怕药水一拳给向左打晕过去	我真怕药水一拳给向佐打晕过去	I'm really afraid Yaoshui will knock Xiang Zuo out with one punch	向左	Xiang Zuo ‖ Jacky Heung	向佐	bilibili BV1MXZJYpEuN danmu 2026-07-27
B-HOM-135	B	HOM	甲亢哥：我还能再看亿遍	甲亢哥：我还能再看一亿遍	Jiakang Bro: I could watch this a hundred million more times	亿遍	a hundred million more times ‖ countless more times	一亿遍	bilibili BV1vDZtYRE6d danmu 2026-07-27
B-NEO-109	B	NEO	逆天，吴国给日本朝贡都来了	离谱，吴国给日本朝贡都来了	outrageous — now we've even got the Wu kingdom paying tribute to Japan	逆天	outrageous ‖ wild	离谱	bilibili BV1cA336cERr comment 2026-07-27
B-NEO-110	B	NEO	泪目了，米哈游你坏事做尽	感动落泪了，米哈游你坏事做尽	I teared up — miHoYo, you've done every evil deed there is	泪目了	teared up ‖ moved to tears	感动落泪了	bilibili BV16io9YTEqH danmu 2026-07-27
B-NEO-111	B	NEO	双非大学生，还没进厂。光看这个社会环境已经感觉自己燃尽了	非重点大学的大学生，还没进厂。光看这个社会环境已经感觉自己精疲力竭了	a non-elite-university student who hasn't even started working yet — just looking at this social environment I already feel burned out	双非‖燃尽了	non-elite university ‖ burned out	非重点大学的‖精疲力竭了	bilibili BV1nD3L6CEtW comment 2026-07-27
B-NEO-112	B	NEO	看勇哥直播，各种神人	看勇哥直播，各种行为离谱的人	watching Brother Yong's streams, you see all kinds of absolute characters	神人	absolute characters ‖ total weirdos	行为离谱的人	bilibili BV1t63M6KEyP comment 2026-07-27
B-NEO-113	B	NEO	太真实了，想到的那句话发现他可能听不懂于是在后面加点补丁	太真实了，想到的那句话发现他可能听不懂于是在后面加点补充说明	so true — you think of a comeback, realize he might not get it, and then tack some patches onto it	补丁	patches ‖ follow-up clarifications	补充说明	bilibili BV1Ek3u6RECC comment 2026-07-27
B-NEO-114	B	NEO	为什么能匹到这么多神人	为什么能匹配到这么多行为离谱的人	how do I keep getting matched with so many absolute characters	匹到‖神人	get matched with ‖ absolute characters	匹配到‖行为离谱的人	bilibili BV1TE3j6sEKY comment 2026-07-27
B-NEO-115	B	NEO	所以男主在嘎掉的威胁下领悟了？	所以男主在死掉的威胁下领悟了？	so the male lead had his awakening under the threat of getting offed?	嘎掉	getting offed ‖ dying	死掉	bilibili BV1B8ZJYTEPg danmu 2026-07-27
B-MIX-140	B	MIX	这个zzz不会要给他出个动画吧？	这个绝区零不会要给他出个动画吧？	don't tell me ZZZ is going to make an anime for him?	zzz	ZZZ ‖ Zenless Zone Zero	绝区零	bilibili BV1HTZpYSExJ danmu 2026-07-27
B-MIX-141	B	MIX	怎么说呢 很怀疑up主的精神状态	怎么说呢 很怀疑视频作者的精神状态	how do I put it — I seriously question this uploader's state of mind	up主	the uploader ‖ video creator	视频作者	bilibili BV1ArZnYUE9a danmu 2026-07-27
B-MIX-143	B	MIX	他和背后的 n pc 格格不入	他和背后的 非玩家角色 格格不入	he's completely out of place next to the NPC behind him	n pc	NPC ‖ non-player character	非玩家角色	bilibili BV1mSZkYQEGf danmu 2026-07-27
B-MIX-145	B	NEO	甲亢哥：我DNA动了	甲亢哥：我本能被唤醒了	Jiakang Bro: my DNA just moved	DNA动了	my DNA moved ‖ it awakened something in me	本能被唤醒了	bilibili BV1vDZtYRE6d danmu 2026-07-27
B-MIX-146	B	MIX	bro以为自己在演致命ID	这哥们以为自己在演致命ID	bro thinks he's starring in Identity	bro	bro	这哥们	bilibili BV1pdZ4YYETs danmu 2026-07-27
B-MIX-147	B	MIX	干嘛突然cos班主任	干嘛突然扮演班主任	why are you suddenly cosplaying as the homeroom teacher	cos	cosplay as ‖ act like	扮演	bilibili BV1eCZHYKE5u danmu 2026-07-27
B-MIX-148	B	MIX	神作，没见过的mad种类呢	神作，没见过的混剪视频种类呢	a masterpiece — a kind of MAD I've never seen before	mad	MAD ‖ fan-made music-anime edit	混剪视频	bilibili BV1U7ZxYzEkC comment 2026-07-27
B-PYA-109	B	PYA	拍了拍博士的石棺盖子hhhhh	拍了拍博士的石棺盖子哈哈哈哈哈	gave the Doctor's stone coffin lid a little pat hahaha	hhhhh	hahaha	哈哈哈哈哈	bilibili BV1NLZHYxEdH danmu 2026-07-27
B-PYA-110	B	PYA	万恶的zi ben jia	万恶的资本家	the evil capitalists	zi ben jia	capitalists	资本家	bilibili BV1B8ZJYTEPg danmu 2026-07-27
B-PYA-111	B	PYA	就说问啥听不到，nnd只带了一个耳机	就说问啥听不到，奶奶的只带了一个耳机	no wonder he said he couldn't hear anything — damn it, he only brought one earbud	nnd	damn it ‖ dang	奶奶的	bilibili BV1B8ZJYTEPg danmu 2026-07-27
